model,term,estimate,std_error,stat,p_value
M1,L12_exp_personal,0.404578600876554,0.0522188422065819,7.74775126717687,2.52169809483066e-10
M3,L12_exp_personal,0.39010681479844,0.0517282918751053,7.5414594346229,5.44347943899829e-10
M2,L12_exp_state_nat,0.0456629297914615,0.00789479377413733,5.78392939674363,3.77790190663279e-07
M3,L12_exp_state_nat,0.0424531922298824,0.0077465880641395,5.48024393170029,1.14453775968515e-06
