model,term,estimate,std_error,stat,p_value
M1,L10_exp_personal_nat_l3,0.22414936746534,0.0270751178004383,8.27879564984613,3.50963407923385e-11
M3,L10_exp_personal_nat_l3,0.219782436704769,0.0268099857419232,8.1977826777092,4.73666287723677e-11
M2,L10_exp_state_nat_lagged_l3,0.0187412225128795,0.00512923001961149,3.65380816247719,0.000585363215936401
M3,L10_exp_state_nat_lagged_l3,0.0172061233947243,0.00508907272949877,3.38099380953805,0.00134864695240674
