model,term,estimate,std_error,stat,p_value
M1,L8_exp_personal,0.384934120888663,0.0459605944106391,8.3753077135912,2.4568668633748e-11
M3,L8_exp_personal,0.376245763713197,0.0457428573275073,8.22523527595517,4.27886260103409e-11
M2,L8_exp_state_nat,0.0385397552252862,0.00839001707819166,4.59352524149961,2.65251777028329e-05
M3,L8_exp_state_nat,0.0359037602769709,0.00835185556054766,4.29889621733551,7.22443015478382e-05
