model,term,estimate,std_error,stat,p_value
M1,L6_exp_personal,0.369473845361849,0.044913231246724,8.22639198084416,4.260580656335e-11
M3,L6_exp_personal,0.36346360266707,0.0446598756817922,8.13848218604096,5.90060402927192e-11
M2,L6_exp_state_nat,0.0301601434499604,0.00776587566113616,3.88367581017231,0.000282738288587744
M3,L6_exp_state_nat,0.0276998573735519,0.0077756051982356,3.56240532631947,0.000777063883542731
