model,term,estimate,std_error,stat,p_value
M1,L12_exp_personal_nat_l3,0.229432248143501,0.0289845498475299,7.91567401772339,1.34958025779587e-10
M3,L12_exp_personal_nat_l3,0.223993540138728,0.0286271783664561,7.82450639288965,1.89465410903833e-10
M2,L12_exp_state_nat_lagged_l3,0.0199625116525866,0.00519643697998989,3.8415767822177,0.00032355572813397
M3,L12_exp_state_nat_lagged_l3,0.018256967846282,0.00512779485527903,3.5603935729774,0.00078189242338608
