model,term,estimate,std_error,stat,p_value
M1,L8_exp_personal_nat_l3,0.217426774783107,0.0256927960039345,8.46255793841244,1.78075163904423e-11
M3,L8_exp_personal_nat_l3,0.214273759843159,0.0254657076046774,8.41420796820123,2.12830152249796e-11
M2,L8_exp_state_nat_lagged_l3,0.0147277394094939,0.00507544369899135,2.90176392113675,0.00536039812943846
M3,L8_exp_state_nat_lagged_l3,0.0132588213127811,0.00507580802280287,2.61215972968568,0.0116272305812976
