
="",="(1)",="(2)",="(3)",="(4)"
="",="onsale",="onsale",="onsale",="onsale"

="experience_lambda1_lag",="0.219***",="0.219***",="0.090***",="0.090***"
="",="(0.025)",="(0.025)",="(0.014)",="(0.014)"

="value",="",="-0.002",="",="0.001"
="",="",="(0.001)",="",="(0.002)"

="N",="2869000",="2869000",="2869000",="2869000"
="R-sq",="0.062",="0.062",="0.210",="0.210"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
